商品代號,履約價格,到期月份(週別),買賣權別,成交時間,成交價格,成交數量(BorS)
TXO,7600.0,201602W4,C,95431.0,615.0,1.0
TXO,7600.0,201602W4,C,95431.0,615.0,1.0
TXO,7600.0,201602W4,C,95850.0,615.0,1.0
TXO,7600.0,201602W4,C,95850.0,615.0,1.0
TXO,7600.0,201602W4,C,133106.0,585.0,20.0
TXO,7600.0,201602W4,C,133106.0,585.0,20.0
TXO,7600.0,201602W4,C,133147.0,585.0,1.0
TXO,7600.0,201602W4,C,133147.0,585.0,1.0
TXO,7600.0,201602W4,P,84500.0,1.5,4.0
TXO,7600.0,201602W4,P,84500.0,1.5,1.0
TXO,7600.0,201602W4,P,84500.0,1.5,3.0
TXO,7600.0,201602W4,P,84500.0,1.7,2.0
TXO,7600.0,201602W4,P,84500.0,1.8,1.0
TXO,7600.0,201602W4,P,84500.0,1.7,2.0
TXO,7600.0,201602W4,P,84500.0,1.9,2.0
TXO,7600.0,201602W4,P,84500.0,1.8,1.0
TXO,7600.0,201602W4,P,84500.0,2.0,3.0
TXO,7600.0,201602W4,P,84500.0,1.9,2.0
TXO,7600.0,201602W4,P,84500.0,2.0,3.0
TXO,7600.0,201602W4,P,84534.0,2.0,1.0
TXO,7600.0,201602W4,P,84534.0,2.0,1.0
TXO,7600.0,201602W4,P,84538.0,2.0,1.0
TXO,7600.0,201602W4,P,84538.0,2.0,1.0
TXO,7600.0,201602W4,P,84551.0,2.0,1.0
TXO,7600.0,201602W4,P,84551.0,2.0,1.0
TXO,7600.0,201602W4,P,84554.0,2.0,1.0
TXO,7600.0,201602W4,P,84554.0,2.0,1.0
TXO,7600.0,201602W4,P,84558.0,2.0,1.0
TXO,7600.0,201602W4,P,84558.0,2.0,1.0
TXO,7600.0,201602W4,P,84629.0,2.0,6.0
TXO,7600.0,201602W4,P,84629.0,2.0,2.0
TXO,7600.0,201602W4,P,84629.0,2.0,1.0
TXO,7600.0,201602W4,P,84629.0,2.0,1.0
TXO,7600.0,201602W4,P,84629.0,2.0,1.0
TXO,7600.0,201602W4,P,84629.0,2.0,1.0
TXO,7600.0,201602W4,P,84635.0,2.0,5.0
TXO,7600.0,201602W4,P,84635.0,2.0,5.0
TXO,7600.0,201602W4,P,84638.0,2.0,1.0
TXO,7600.0,201602W4,P,84638.0,2.0,1.0
TXO,7600.0,201602W4,P,84650.0,2.0,2.0
TXO,7600.0,201602W4,P,84650.0,2.0,2.0
TXO,7600.0,201602W4,P,84701.0,2.0,2.0
TXO,7600.0,201602W4,P,84701.0,2.0,2.0
TXO,7600.0,201602W4,P,84733.0,2.0,1.0
TXO,7600.0,201602W4,P,84733.0,2.0,1.0
TXO,7600.0,201602W4,P,84735.0,2.0,2.0
TXO,7600.0,201602W4,P,84735.0,2.0,2.0
TXO,7600.0,201602W4,P,84736.0,2.0,1.0
TXO,7600.0,201602W4,P,84736.0,2.0,1.0
TXO,7600.0,201602W4,P,84738.0,2.0,1.0
TXO,7600.0,201602W4,P,84738.0,2.0,1.0
TXO,7600.0,201602W4,P,84739.0,2.0,1.0
TXO,7600.0,201602W4,P,84739.0,2.0,1.0
TXO,7600.0,201602W4,P,84749.0,2.0,1.0
TXO,7600.0,201602W4,P,84749.0,2.0,1.0
TXO,7600.0,201602W4,P,84752.0,2.0,1.0
TXO,7600.0,201602W4,P,84752.0,2.0,1.0
TXO,7600.0,201602W4,P,84755.0,2.0,1.0
TXO,7600.0,201602W4,P,84755.0,2.0,1.0
TXO,7600.0,201602W4,P,84757.0,2.1,12.0
TXO,7600.0,201602W4,P,84757.0,2.1,2.0
TXO,7600.0,201602W4,P,84757.0,2.1,1.0
TXO,7600.0,201602W4,P,84757.0,2.1,1.0
TXO,7600.0,201602W4,P,84757.0,2.1,5.0
TXO,7600.0,201602W4,P,84757.0,2.1,3.0
TXO,7600.0,201602W4,P,84813.0,2.1,1.0
TXO,7600.0,201602W4,P,84813.0,2.1,1.0
TXO,7600.0,201602W4,P,84831.0,2.1,1.0
TXO,7600.0,201602W4,P,84831.0,2.1,1.0
TXO,7600.0,201602W4,P,84839.0,2.1,2.0
TXO,7600.0,201602W4,P,84839.0,2.1,2.0
TXO,7600.0,201602W4,P,84859.0,2.1,1.0
TXO,7600.0,201602W4,P,84859.0,2.1,1.0
TXO,7600.0,201602W4,P,84914.0,2.1,1.0
TXO,7600.0,201602W4,P,84914.0,2.1,1.0
TXO,7600.0,201602W4,P,84929.0,2.1,1.0
TXO,7600.0,201602W4,P,84929.0,2.1,1.0
TXO,7600.0,201602W4,P,84939.0,2.1,1.0
TXO,7600.0,201602W4,P,84939.0,2.1,1.0
TXO,7600.0,201602W4,P,84952.0,2.1,1.0
TXO,7600.0,201602W4,P,84952.0,2.1,1.0
TXO,7600.0,201602W4,P,84953.0,2.1,1.0
TXO,7600.0,201602W4,P,84953.0,2.1,1.0
TXO,7600.0,201602W4,P,84954.0,2.1,1.0
TXO,7600.0,201602W4,P,84954.0,2.1,1.0
TXO,7600.0,201602W4,P,84956.0,2.1,1.0
TXO,7600.0,201602W4,P,84956.0,2.1,1.0
