商品代號,履約價格,到期月份(週別),買賣權別,成交時間,成交價格,成交數量(BorS)
TXO,8400.0,201611W2,P,85144.0,0.8,2.0
TXO,8400.0,201611W2,P,85144.0,0.8,1.0
TXO,8400.0,201611W2,P,85144.0,0.8,1.0
TXO,8400.0,201611W2,P,85248.0,0.9,2.0
TXO,8400.0,201611W2,P,85248.0,0.9,1.0
TXO,8400.0,201611W2,P,85248.0,0.9,1.0
TXO,8400.0,201611W2,P,85252.0,1.0,1.0
TXO,8400.0,201611W2,P,85252.0,1.0,1.0
TXO,8400.0,201611W2,P,85254.0,1.0,1.0
TXO,8400.0,201611W2,P,85254.0,1.0,1.0
TXO,8400.0,201611W2,P,85437.0,0.9,4.0
TXO,8400.0,201611W2,P,85437.0,0.9,1.0
TXO,8400.0,201611W2,P,85437.0,0.9,3.0
TXO,8400.0,201611W2,P,85441.0,0.9,20.0
TXO,8400.0,201611W2,P,85441.0,0.9,20.0
TXO,8400.0,201611W2,P,85453.0,0.9,2.0
TXO,8400.0,201611W2,P,85453.0,0.9,2.0
TXO,8400.0,201611W2,P,85454.0,0.9,2.0
TXO,8400.0,201611W2,P,85454.0,0.9,2.0
TXO,8400.0,201611W2,P,85454.0,0.9,2.0
TXO,8400.0,201611W2,P,85454.0,0.9,2.0
TXO,8400.0,201611W2,P,85455.0,0.9,2.0
TXO,8400.0,201611W2,P,85455.0,0.9,2.0
TXO,8400.0,201611W2,P,85455.0,0.9,2.0
TXO,8400.0,201611W2,P,85455.0,0.9,2.0
TXO,8400.0,201611W2,P,85503.0,0.9,2.0
TXO,8400.0,201611W2,P,85503.0,0.9,2.0
TXO,8400.0,201611W2,P,85504.0,0.9,2.0
TXO,8400.0,201611W2,P,85504.0,0.9,2.0
TXO,8400.0,201611W2,P,85504.0,0.9,2.0
TXO,8400.0,201611W2,P,85504.0,0.9,2.0
TXO,8400.0,201611W2,P,85504.0,0.9,2.0
TXO,8400.0,201611W2,P,85504.0,0.9,2.0
TXO,8400.0,201611W2,P,85505.0,0.9,2.0
TXO,8400.0,201611W2,P,85505.0,0.9,2.0
TXO,8400.0,201611W2,P,85507.0,0.9,2.0
TXO,8400.0,201611W2,P,85507.0,0.9,2.0
TXO,8400.0,201611W2,P,85507.0,0.9,2.0
TXO,8400.0,201611W2,P,85507.0,0.9,2.0
TXO,8400.0,201611W2,P,85507.0,0.9,2.0
TXO,8400.0,201611W2,P,85507.0,0.9,2.0
TXO,8400.0,201611W2,P,85516.0,0.9,15.0
TXO,8400.0,201611W2,P,85516.0,0.9,15.0
TXO,8400.0,201611W2,P,85518.0,0.9,15.0
TXO,8400.0,201611W2,P,85518.0,0.9,15.0
TXO,8400.0,201611W2,P,85532.0,0.9,2.0
TXO,8400.0,201611W2,P,85532.0,0.9,2.0
TXO,8400.0,201611W2,P,85533.0,0.9,2.0
TXO,8400.0,201611W2,P,85533.0,0.9,2.0
TXO,8400.0,201611W2,P,85533.0,0.9,2.0
TXO,8400.0,201611W2,P,85533.0,0.9,2.0
TXO,8400.0,201611W2,P,85533.0,0.9,2.0
TXO,8400.0,201611W2,P,85533.0,0.9,2.0
TXO,8400.0,201611W2,P,85533.0,0.9,2.0
TXO,8400.0,201611W2,P,85533.0,0.9,2.0
