商品代號,履約價格,到期月份(週別),買賣權別,成交時間,成交價格,成交數量(BorS)
TXO,8300.0,201611W4,C,113841.0,690.0,1.0
TXO,8300.0,201611W4,C,113841.0,690.0,1.0
TXO,8300.0,201611W4,C,113843.0,690.0,1.0
TXO,8300.0,201611W4,C,113843.0,690.0,1.0
TXO,8300.0,201611W4,C,115325.0,695.0,1.0
TXO,8300.0,201611W4,C,115325.0,695.0,1.0
TXO,8300.0,201611W4,C,115325.0,695.0,1.0
TXO,8300.0,201611W4,C,115325.0,695.0,1.0
TXO,8300.0,201611W4,C,115326.0,695.0,1.0
TXO,8300.0,201611W4,C,115326.0,695.0,1.0
TXO,8300.0,201611W4,C,115326.0,695.0,1.0
TXO,8300.0,201611W4,C,115326.0,695.0,1.0
TXO,8300.0,201611W4,C,115326.0,695.0,1.0
TXO,8300.0,201611W4,C,115326.0,695.0,1.0
TXO,8300.0,201611W4,C,134240.0,670.0,1.0
TXO,8300.0,201611W4,C,134240.0,670.0,1.0
TXO,8300.0,201611W4,P,84705.0,1.2,1.0
TXO,8300.0,201611W4,P,84705.0,1.2,1.0
TXO,8300.0,201611W4,P,84742.0,1.2,10.0
TXO,8300.0,201611W4,P,84742.0,1.2,10.0
TXO,8300.0,201611W4,P,84752.0,1.2,9.0
TXO,8300.0,201611W4,P,84752.0,1.2,9.0
TXO,8300.0,201611W4,P,84807.0,1.2,3.0
TXO,8300.0,201611W4,P,84807.0,1.2,1.0
TXO,8300.0,201611W4,P,84807.0,1.2,2.0
TXO,8300.0,201611W4,P,84820.0,1.2,2.0
TXO,8300.0,201611W4,P,84820.0,1.2,2.0
TXO,8300.0,201611W4,P,84833.0,1.3,10.0
TXO,8300.0,201611W4,P,84833.0,1.3,1.0
TXO,8300.0,201611W4,P,84833.0,1.3,9.0
TXO,8300.0,201611W4,P,84928.0,1.3,4.0
TXO,8300.0,201611W4,P,84928.0,1.3,1.0
TXO,8300.0,201611W4,P,84928.0,1.3,2.0
TXO,8300.0,201611W4,P,84928.0,1.3,1.0
TXO,8300.0,201611W4,P,84928.0,1.3,7.0
TXO,8300.0,201611W4,P,84928.0,1.3,7.0
TXO,8300.0,201611W4,P,84946.0,1.3,3.0
TXO,8300.0,201611W4,P,84946.0,1.3,3.0
TXO,8300.0,201611W4,P,85005.0,1.3,7.0
TXO,8300.0,201611W4,P,85005.0,1.3,7.0
TXO,8300.0,201611W4,P,85005.0,1.3,14.0
TXO,8300.0,201611W4,P,85022.0,1.3,4.0
TXO,8300.0,201611W4,P,85022.0,1.3,4.0
TXO,8300.0,201611W4,P,85047.0,1.2,1.0
TXO,8300.0,201611W4,P,85047.0,1.2,1.0
TXO,8300.0,201611W4,P,85057.0,1.2,10.0
TXO,8300.0,201611W4,P,85057.0,1.2,10.0
TXO,8300.0,201611W4,P,85102.0,1.2,1.0
TXO,8300.0,201611W4,P,85102.0,1.2,1.0
TXO,8300.0,201611W4,P,85103.0,1.2,1.0
TXO,8300.0,201611W4,P,85103.0,1.2,1.0
TXO,8300.0,201611W4,P,85113.0,1.2,2.0
TXO,8300.0,201611W4,P,85113.0,1.2,2.0
TXO,8300.0,201611W4,P,85137.0,1.2,1.0
TXO,8300.0,201611W4,P,85137.0,1.2,1.0
TXO,8300.0,201611W4,P,85214.0,1.2,1.0
TXO,8300.0,201611W4,P,85214.0,1.2,1.0
