商品代號,履約價格,到期月份(週別),買賣權別,成交時間,成交價格,成交數量(BorS)
TXO,8400.0,201611W5,P,85330.0,0.3,1.0
TXO,8400.0,201611W5,P,85330.0,0.3,1.0
TXO,8400.0,201611W5,P,90658.0,0.4,1.0
TXO,8400.0,201611W5,P,90658.0,0.4,1.0
TXO,8400.0,201611W5,P,90712.0,0.3,1.0
TXO,8400.0,201611W5,P,90712.0,0.3,1.0
TXO,8400.0,201611W5,P,92005.0,0.4,1.0
TXO,8400.0,201611W5,P,92005.0,0.4,1.0
TXO,8400.0,201611W5,P,92234.0,0.3,1.0
TXO,8400.0,201611W5,P,92234.0,0.3,1.0
TXO,8400.0,201611W5,P,94258.0,0.4,1.0
TXO,8400.0,201611W5,P,94258.0,0.4,1.0
TXO,8400.0,201611W5,P,94309.0,0.4,1.0
TXO,8400.0,201611W5,P,94309.0,0.4,1.0
TXO,8400.0,201611W5,P,94337.0,0.4,1.0
TXO,8400.0,201611W5,P,94337.0,0.4,1.0
TXO,8400.0,201611W5,P,111149.0,0.3,192.0
TXO,8400.0,201611W5,P,111149.0,0.3,30.0
TXO,8400.0,201611W5,P,111149.0,0.3,15.0
TXO,8400.0,201611W5,P,111149.0,0.3,147.0
TXO,8400.0,201611W5,P,121226.0,0.4,1.0
TXO,8400.0,201611W5,P,121226.0,0.4,1.0
TXO,8400.0,201611W5,P,133057.0,0.3,1.0
TXO,8400.0,201611W5,P,133057.0,0.3,1.0
TXO,8400.0,201611W5,P,134115.0,0.4,5.0
TXO,8400.0,201611W5,P,134115.0,0.4,4.0
TXO,8400.0,201611W5,P,134115.0,0.4,1.0
TXO,8400.0,201611W5,P,134121.0,0.4,5.0
TXO,8400.0,201611W5,P,134121.0,0.4,5.0
TXO,8400.0,201611W5,P,134127.0,0.4,5.0
TXO,8400.0,201611W5,P,134127.0,0.4,4.0
TXO,8400.0,201611W5,P,134127.0,0.4,1.0
TXO,8400.0,201611W5,P,134139.0,0.4,5.0
TXO,8400.0,201611W5,P,134139.0,0.4,1.0
TXO,8400.0,201611W5,P,134139.0,0.4,3.0
TXO,8400.0,201611W5,P,134139.0,0.4,1.0
TXO,8400.0,201611W5,P,134415.0,0.4,10.0
TXO,8400.0,201611W5,P,134415.0,0.4,9.0
TXO,8400.0,201611W5,P,134415.0,0.4,1.0
TXO,8500.0,201611W5,C,91400.0,590.0,1.0
TXO,8500.0,201611W5,C,91400.0,590.0,1.0
TXO,8500.0,201611W5,C,92843.0,670.0,1.0
TXO,8500.0,201611W5,C,92843.0,670.0,1.0
TXO,8500.0,201611W5,P,85341.0,0.6,30.0
TXO,8500.0,201611W5,P,85341.0,0.6,30.0
TXO,8500.0,201611W5,P,85345.0,0.6,30.0
TXO,8500.0,201611W5,P,85345.0,0.6,30.0
TXO,8500.0,201611W5,P,85348.0,0.6,30.0
TXO,8500.0,201611W5,P,85348.0,0.6,30.0
TXO,8500.0,201611W5,P,85352.0,0.6,30.0
TXO,8500.0,201611W5,P,85352.0,0.6,30.0
TXO,8500.0,201611W5,P,91400.0,0.5,1.0
TXO,8500.0,201611W5,P,91400.0,0.5,1.0
TXO,8500.0,201611W5,P,92047.0,0.5,1.0
TXO,8500.0,201611W5,P,92047.0,0.5,1.0
TXO,8500.0,201611W5,P,92712.0,0.5,3.0
TXO,8500.0,201611W5,P,92712.0,0.5,3.0
TXO,8500.0,201611W5,P,92823.0,0.5,13.0
TXO,8500.0,201611W5,P,92823.0,0.5,5.0
TXO,8500.0,201611W5,P,92823.0,0.5,8.0
TXO,8500.0,201611W5,P,94327.0,0.6,1.0
TXO,8500.0,201611W5,P,94327.0,0.6,1.0
TXO,8500.0,201611W5,P,102409.0,0.5,20.0
TXO,8500.0,201611W5,P,102409.0,0.5,20.0
TXO,8500.0,201611W5,P,102413.0,0.5,20.0
TXO,8500.0,201611W5,P,102413.0,0.5,20.0
TXO,8500.0,201611W5,P,103134.0,0.4,1.0
TXO,8500.0,201611W5,P,103134.0,0.4,1.0
TXO,8500.0,201611W5,P,104531.0,0.5,1.0
TXO,8500.0,201611W5,P,104531.0,0.5,1.0
TXO,8500.0,201611W5,P,104721.0,0.5,4.0
TXO,8500.0,201611W5,P,104721.0,0.5,4.0
TXO,8500.0,201611W5,P,133450.0,0.4,5.0
TXO,8500.0,201611W5,P,133450.0,0.4,5.0
TXO,8500.0,201611W5,P,134158.0,0.4,1.0
TXO,8500.0,201611W5,P,134158.0,0.4,1.0
TXO,8600.0,201611W5,P,84700.0,0.9,5.0
TXO,8600.0,201611W5,P,84700.0,0.9,5.0
TXO,8600.0,201611W5,P,84708.0,0.9,5.0
TXO,8600.0,201611W5,P,84708.0,0.9,5.0
TXO,8600.0,201611W5,P,84911.0,0.7,20.0
TXO,8600.0,201611W5,P,84911.0,0.7,20.0
TXO,8600.0,201611W5,P,84947.0,0.7,50.0
TXO,8600.0,201611W5,P,84947.0,0.7,50.0
TXO,8600.0,201611W5,P,85654.0,0.8,7.0
TXO,8600.0,201611W5,P,85654.0,0.8,5.0
TXO,8600.0,201611W5,P,85654.0,0.8,2.0
TXO,8600.0,201611W5,P,85942.0,0.8,1.0
TXO,8600.0,201611W5,P,85942.0,0.8,1.0
TXO,8600.0,201611W5,P,90015.0,0.9,10.0
TXO,8600.0,201611W5,P,90015.0,0.9,1.0
TXO,8600.0,201611W5,P,90015.0,0.9,1.0
TXO,8600.0,201611W5,P,90015.0,0.9,3.0
TXO,8600.0,201611W5,P,90015.0,0.9,2.0
TXO,8600.0,201611W5,P,90015.0,0.9,3.0
TXO,8600.0,201611W5,P,90043.0,0.8,3.0
TXO,8600.0,201611W5,P,90043.0,0.8,3.0
TXO,8600.0,201611W5,P,90050.0,0.8,3.0
TXO,8600.0,201611W5,P,90050.0,0.8,3.0
TXO,8600.0,201611W5,P,90114.0,0.9,10.0
TXO,8600.0,201611W5,P,90114.0,0.9,10.0
TXO,8600.0,201611W5,P,90123.0,0.9,20.0
TXO,8600.0,201611W5,P,90123.0,0.9,20.0
TXO,8600.0,201611W5,P,90525.0,0.9,5.0
TXO,8600.0,201611W5,P,90525.0,0.9,3.0
TXO,8600.0,201611W5,P,90525.0,0.9,1.0
TXO,8600.0,201611W5,P,90525.0,0.9,1.0
TXO,8600.0,201611W5,P,90638.0,0.8,2.0
TXO,8600.0,201611W5,P,90638.0,0.8,2.0
TXO,8600.0,201611W5,P,90638.0,0.8,2.0
TXO,8600.0,201611W5,P,90638.0,0.8,2.0
TXO,8600.0,201611W5,P,90639.0,0.8,2.0
TXO,8600.0,201611W5,P,90639.0,0.8,2.0
TXO,8600.0,201611W5,P,90639.0,0.8,2.0
TXO,8600.0,201611W5,P,90639.0,0.8,2.0
TXO,8600.0,201611W5,P,90640.0,0.8,2.0
TXO,8600.0,201611W5,P,90640.0,0.8,2.0
TXO,8600.0,201611W5,P,90656.0,0.8,2.0
TXO,8600.0,201611W5,P,90656.0,0.8,2.0
TXO,8600.0,201611W5,P,90657.0,0.8,1.0
TXO,8600.0,201611W5,P,90657.0,0.8,1.0
TXO,8600.0,201611W5,P,91931.0,0.8,3.0
TXO,8600.0,201611W5,P,91931.0,0.8,1.0
TXO,8600.0,201611W5,P,91931.0,0.8,2.0
TXO,8600.0,201611W5,P,92444.0,0.8,4.0
TXO,8600.0,201611W5,P,92444.0,0.8,4.0
TXO,8600.0,201611W5,P,92537.0,0.8,4.0
TXO,8600.0,201611W5,P,92537.0,0.8,4.0
TXO,8600.0,201611W5,P,92614.0,0.8,4.0
TXO,8600.0,201611W5,P,92614.0,0.8,4.0
TXO,8600.0,201611W5,P,92821.0,0.6,55.0
TXO,8600.0,201611W5,P,92821.0,0.6,55.0
TXO,8600.0,201611W5,P,93503.0,0.7,4.0
TXO,8600.0,201611W5,P,93503.0,0.7,2.0
TXO,8600.0,201611W5,P,93503.0,0.7,2.0
TXO,8600.0,201611W5,P,93503.0,0.7,20.0
TXO,8600.0,201611W5,P,93503.0,0.7,20.0
TXO,8600.0,201611W5,P,93627.0,0.7,20.0
TXO,8600.0,201611W5,P,93627.0,0.7,20.0
TXO,8600.0,201611W5,P,93631.0,0.7,20.0
TXO,8600.0,201611W5,P,93631.0,0.7,20.0
TXO,8600.0,201611W5,P,93854.0,0.7,3.0
TXO,8600.0,201611W5,P,93854.0,0.7,3.0
TXO,8600.0,201611W5,P,93932.0,0.7,20.0
TXO,8600.0,201611W5,P,93932.0,0.7,20.0
TXO,8600.0,201611W5,P,93936.0,0.7,20.0
TXO,8600.0,201611W5,P,93936.0,0.7,20.0
TXO,8600.0,201611W5,P,94030.0,0.7,20.0
TXO,8600.0,201611W5,P,94030.0,0.7,20.0
TXO,8600.0,201611W5,P,94136.0,0.7,20.0
TXO,8600.0,201611W5,P,94136.0,0.7,20.0
TXO,8600.0,201611W5,P,94213.0,0.8,1.0
TXO,8600.0,201611W5,P,94213.0,0.8,1.0
TXO,8600.0,201611W5,P,94417.0,0.8,20.0
TXO,8600.0,201611W5,P,94417.0,0.8,15.0
TXO,8600.0,201611W5,P,94417.0,0.8,2.0
TXO,8600.0,201611W5,P,94417.0,0.8,3.0
TXO,8600.0,201611W5,P,94425.0,0.8,7.0
TXO,8600.0,201611W5,P,94425.0,0.8,7.0
TXO,8600.0,201611W5,P,94535.0,0.8,4.0
TXO,8600.0,201611W5,P,94535.0,0.8,4.0
TXO,8600.0,201611W5,P,101401.0,0.7,1.0
TXO,8600.0,201611W5,P,101401.0,0.7,1.0
TXO,8600.0,201611W5,P,104311.0,0.6,130.0
TXO,8600.0,201611W5,P,104311.0,0.6,130.0
TXO,8600.0,201611W5,P,104436.0,0.6,150.0
TXO,8600.0,201611W5,P,104436.0,0.6,150.0
TXO,8600.0,201611W5,P,105149.0,0.6,150.0
TXO,8600.0,201611W5,P,105149.0,0.6,150.0
TXO,8600.0,201611W5,P,111125.0,0.6,161.0
TXO,8600.0,201611W5,P,111125.0,0.6,3.0
TXO,8600.0,201611W5,P,111125.0,0.6,150.0
TXO,8600.0,201611W5,P,111125.0,0.6,1.0
TXO,8600.0,201611W5,P,111125.0,0.6,1.0
TXO,8600.0,201611W5,P,111125.0,0.6,1.0
TXO,8600.0,201611W5,P,111125.0,0.6,1.0
TXO,8600.0,201611W5,P,111125.0,0.6,1.0
TXO,8600.0,201611W5,P,111125.0,0.6,1.0
TXO,8600.0,201611W5,P,111125.0,0.6,1.0
TXO,8600.0,201611W5,P,111125.0,0.6,1.0
TXO,8600.0,201611W5,P,121623.0,0.7,1.0
TXO,8600.0,201611W5,P,121623.0,0.7,1.0
TXO,8600.0,201611W5,P,123612.0,0.6,1.0
TXO,8600.0,201611W5,P,123612.0,0.6,1.0
TXO,8600.0,201611W5,P,134304.0,0.6,74.0
TXO,8600.0,201611W5,P,134304.0,0.6,2.0
TXO,8600.0,201611W5,P,134304.0,0.6,2.0
TXO,8600.0,201611W5,P,134304.0,0.6,20.0
TXO,8600.0,201611W5,P,134304.0,0.6,30.0
TXO,8600.0,201611W5,P,134304.0,0.6,10.0
TXO,8600.0,201611W5,P,134304.0,0.6,10.0
TXO,8700.0,201611W5,C,93942.0,437.0,1.0
